epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,415.31,1.01523,0.76306,0.9744,0.88354,0.67517,0.78001,0.5645,0.99179,0.80197,0.95469,0.0016832,0.0016832,0.0016832
18,438.885,0.98538,0.73584,0.96845,0.90232,0.74396,0.82272,0.57218,1.02382,0.73544,0.96724,0.0016634,0.0016634,0.0016634
19,462.635,1.00648,0.73458,0.96309,0.87364,0.6953,0.79474,0.57398,0.96689,0.74635,0.93694,0.0016436,0.0016436,0.0016436
20,486.414,0.97229,0.71108,0.96124,0.80469,0.6968,0.74383,0.53222,0.96769,0.79516,0.944,0.0016238,0.0016238,0.0016238
21,510.024,0.97086,0.70288,0.9534,0.92963,0.72702,0.82233,0.57953,0.97196,0.769,0.94303,0.001604,0.001604,0.001604
22,533.751,0.98902,0.72584,0.96366,0.93267,0.74372,0.84949,0.60402,0.94616,0.68049,0.93287,0.0015842,0.0015842,0.0015842
23,557.489,0.9588,0.68913,0.95088,0.93013,0.7745,0.84794,0.59508,0.98527,0.68772,0.94155,0.0015644,0.0015644,0.0015644
24,581.124,0.94598,0.67579,0.94607,0.90349,0.77181,0.83918,0.59929,0.95444,0.66633,0.93778,0.0015446,0.0015446,0.0015446
25,604.916,0.97757,0.70351,0.95867,0.93142,0.73423,0.83847,0.60007,0.96144,0.65407,0.93548,0.0015248,0.0015248,0.0015248
26,628.655,0.94038,0.68086,0.95632,0.8882,0.75302,0.83932,0.59359,0.9405,0.74025,0.93203,0.001505,0.001505,0.001505
27,652.267,0.95533,0.68034,0.95167,0.92588,0.72886,0.83084,0.57763,0.9855,0.73856,0.95861,0.0014852,0.0014852,0.0014852
28,676.037,0.93803,0.66212,0.94377,0.94726,0.74362,0.86156,0.60721,0.97943,0.66136,0.9485,0.0014654,0.0014654,0.0014654
29,699.611,0.94759,0.67407,0.94254,0.94397,0.74633,0.85727,0.61823,0.94323,0.64734,0.9314,0.0014456,0.0014456,0.0014456
30,723.231,0.93237,0.65682,0.93673,0.93049,0.76644,0.86696,0.61784,0.93285,0.60617,0.92657,0.0014258,0.0014258,0.0014258
31,746.919,0.90824,0.61418,0.93641,0.93919,0.7878,0.87535,0.62143,0.92397,0.60181,0.91956,0.001406,0.001406,0.001406
32,770.798,0.9185,0.62749,0.9374,0.91922,0.80952,0.87975,0.62259,0.9242,0.59366,0.92268,0.0013862,0.0013862,0.0013862
33,794.39,0.9072,0.62073,0.9354,0.92807,0.77315,0.85729,0.61297,0.94417,0.62297,0.92926,0.0013664,0.0013664,0.0013664
34,818.264,0.92188,0.63399,0.94193,0.87625,0.72233,0.80557,0.57709,0.95827,0.7099,0.94455,0.0013466,0.0013466,0.0013466
35,841.985,0.89948,0.62229,0.93907,0.93795,0.8094,0.88582,0.6349,0.91508,0.58113,0.9149,0.0013268,0.0013268,0.0013268
36,865.633,0.88718,0.61072,0.92971,0.92111,0.79928,0.87803,0.62297,0.92682,0.59271,0.92091,0.001307,0.001307,0.001307
37,889.269,0.87751,0.59121,0.92021,0.92424,0.79732,0.87866,0.6414,0.90909,0.57272,0.91347,0.0012872,0.0012872,0.0012872
38,912.921,0.88123,0.59236,0.92849,0.94082,0.8255,0.89175,0.63871,0.91091,0.5664,0.91439,0.0012674,0.0012674,0.0012674
39,936.697,0.88025,0.59571,0.9249,0.90897,0.82282,0.89228,0.63216,0.91274,0.55779,0.91335,0.0012476,0.0012476,0.0012476
40,960.407,0.86252,0.57849,0.92545,0.90785,0.79341,0.86624,0.62336,0.9134,0.5915,0.91382,0.0012278,0.0012278,0.0012278
41,984.045,0.89072,0.58493,0.92789,0.94998,0.80403,0.87009,0.62119,0.89895,0.56953,0.90667,0.001208,0.001208,0.001208
42,1007.49,0.87931,0.5855,0.92176,0.91391,0.81226,0.87234,0.64383,0.88065,0.57695,0.91402,0.0011882,0.0011882,0.0011882
43,1031.3,0.86385,0.57602,0.92312,0.95166,0.79279,0.87822,0.64438,0.87723,0.56388,0.89978,0.0011684,0.0011684,0.0011684
44,1055.12,0.87588,0.58088,0.92802,0.93985,0.8,0.88734,0.65145,0.8638,0.54663,0.89887,0.0011486,0.0011486,0.0011486
45,1078.74,0.85658,0.56657,0.92179,0.92536,0.82148,0.89135,0.64981,0.87488,0.53754,0.91011,0.0011288,0.0011288,0.0011288
46,1102.48,0.83738,0.55986,0.91741,0.93794,0.79463,0.8834,0.64364,0.86978,0.55132,0.89837,0.001109,0.001109,0.001109
47,1126.49,0.866,0.56018,0.91812,0.92039,0.82416,0.89259,0.6503,0.88672,0.54505,0.90808,0.0010892,0.0010892,0.0010892
48,1150.07,0.85249,0.54728,0.91642,0.95323,0.79866,0.89205,0.63915,0.88881,0.5557,0.91079,0.0010694,0.0010694,0.0010694
49,1173.69,0.86559,0.55686,0.9129,0.93137,0.83788,0.90288,0.64634,0.872,0.52989,0.90396,0.0010496,0.0010496,0.0010496
50,1197.75,0.84334,0.54629,0.90731,0.92903,0.82819,0.89147,0.65155,0.891,0.5611,0.91559,0.0010298,0.0010298,0.0010298
51,1221.21,0.82463,0.54073,0.91033,0.92656,0.79596,0.88502,0.64585,0.8712,0.53849,0.898,0.00101,0.00101,0.00101
52,1244.87,0.84477,0.54257,0.91686,0.93586,0.84564,0.90594,0.66086,0.85945,0.52918,0.90324,0.0009902,0.0009902,0.0009902
53,1268.71,0.84234,0.53724,0.90702,0.9476,0.82539,0.89519,0.64849,0.86787,0.50994,0.89543,0.0009704,0.0009704,0.0009704
54,1292.4,0.83933,0.54448,0.91171,0.94039,0.84696,0.90681,0.66402,0.86091,0.52612,0.89655,0.0009506,0.0009506,0.0009506
55,1316.13,0.82989,0.52121,0.91388,0.94865,0.83624,0.90225,0.65309,0.88819,0.53548,0.90103,0.0009308,0.0009308,0.0009308
56,1339.84,0.83594,0.52975,0.90803,0.89161,0.83913,0.89181,0.6523,0.86782,0.54803,0.89963,0.000911,0.000911,0.000911
57,1363.6,0.82727,0.51204,0.90208,0.95406,0.83636,0.9064,0.66572,0.85625,0.53094,0.89693,0.0008912,0.0008912,0.0008912
58,1387.24,0.82281,0.5169,0.90504,0.93019,0.84564,0.90323,0.66104,0.84818,0.50925,0.89287,0.0008714,0.0008714,0.0008714
59,1410.94,0.81367,0.51342,0.9026,0.92593,0.83901,0.90079,0.66274,0.85845,0.50567,0.89863,0.0008516,0.0008516,0.0008516
60,1434.52,0.81107,0.5086,0.90086,0.9284,0.84027,0.90708,0.66933,0.85243,0.49226,0.89649,0.0008318,0.0008318,0.0008318
61,1458.08,0.80429,0.49363,0.90488,0.96416,0.83055,0.90835,0.66735,0.84529,0.51053,0.89939,0.000812,0.000812,0.000812
62,1482.36,0.81313,0.50408,0.9051,0.94068,0.83758,0.90486,0.66248,0.86201,0.50167,0.90251,0.0007922,0.0007922,0.0007922
63,1506.18,0.81091,0.49751,0.89914,0.94825,0.84027,0.91217,0.66558,0.85498,0.50586,0.89746,0.0007724,0.0007724,0.0007724
64,1529.88,0.79498,0.49663,0.90242,0.9469,0.83779,0.91537,0.66601,0.86162,0.49373,0.89809,0.0007526,0.0007526,0.0007526
65,1553.77,0.78924,0.49281,0.89822,0.9431,0.85638,0.92073,0.67894,0.83833,0.47864,0.89164,0.0007328,0.0007328,0.0007328
66,1577.42,0.79951,0.49066,0.90217,0.92936,0.86711,0.921,0.67231,0.84075,0.49266,0.88805,0.000713,0.000713,0.000713
67,1601.21,0.78114,0.48752,0.88999,0.94323,0.87248,0.92492,0.67418,0.8532,0.47984,0.89608,0.0006932,0.0006932,0.0006932
68,1624.84,0.79324,0.4821,0.89386,0.93721,0.86144,0.923,0.67301,0.84857,0.47004,0.89621,0.0006734,0.0006734,0.0006734
69,1648.76,0.79185,0.48296,0.8941,0.922,0.87265,0.92524,0.6882,0.83481,0.48189,0.89289,0.0006536,0.0006536,0.0006536
70,1672.38,0.77774,0.46365,0.88809,0.92987,0.87383,0.91687,0.67564,0.83833,0.47616,0.88682,0.0006338,0.0006338,0.0006338
71,1696.03,0.77218,0.46984,0.89274,0.92875,0.8604,0.91592,0.68097,0.83532,0.47752,0.89164,0.000614,0.000614,0.000614
72,1719.84,0.77564,0.47047,0.88453,0.93255,0.85369,0.91556,0.67317,0.85657,0.47811,0.89569,0.0005942,0.0005942,0.0005942
73,1743.68,0.76956,0.46281,0.89105,0.94624,0.87517,0.92635,0.68438,0.83892,0.47457,0.8885,0.0005744,0.0005744,0.0005744
74,1767.23,0.74988,0.46214,0.88182,0.93208,0.86711,0.92748,0.67789,0.84636,0.46685,0.8918,0.0005546,0.0005546,0.0005546
75,1791.26,0.75345,0.44919,0.88653,0.91841,0.8698,0.92169,0.68163,0.84461,0.47692,0.89047,0.0005348,0.0005348,0.0005348
76,1814.81,0.7701,0.45614,0.89486,0.94931,0.85235,0.92697,0.68288,0.83863,0.47404,0.89089,0.000515,0.000515,0.000515
77,1839.38,0.75599,0.46027,0.89208,0.92767,0.88188,0.92962,0.69283,0.83655,0.47305,0.89071,0.0004952,0.0004952,0.0004952
78,1863.5,0.7565,0.45772,0.88397,0.94842,0.86388,0.92798,0.68709,0.83941,0.47497,0.88863,0.0004754,0.0004754,0.0004754
79,1887.76,0.75323,0.44075,0.88198,0.92483,0.88188,0.92473,0.68247,0.82769,0.47069,0.88798,0.0004556,0.0004556,0.0004556
80,1912.05,0.76525,0.45632,0.87925,0.93303,0.87899,0.93003,0.69431,0.83229,0.46077,0.88674,0.0004358,0.0004358,0.0004358
81,1936.31,0.73617,0.44689,0.88333,0.94315,0.87785,0.92939,0.69365,0.83317,0.46223,0.88722,0.000416,0.000416,0.000416
82,1960.58,0.73643,0.43492,0.87693,0.94004,0.8698,0.92664,0.68489,0.83952,0.47059,0.88918,0.0003962,0.0003962,0.0003962
83,1984.78,0.7328,0.43691,0.87456,0.94884,0.8698,0.92785,0.69205,0.8227,0.47536,0.8833,0.0003764,0.0003764,0.0003764
84,2009.02,0.7372,0.43403,0.87962,0.95572,0.86911,0.93044,0.69495,0.8266,0.45543,0.88874,0.0003566,0.0003566,0.0003566
85,2033.33,0.73091,0.43175,0.87826,0.95625,0.88011,0.93176,0.69577,0.82662,0.45651,0.88565,0.0003368,0.0003368,0.0003368
86,2057.41,0.74309,0.42909,0.87656,0.95326,0.87598,0.93009,0.69446,0.81807,0.45256,0.88576,0.000317,0.000317,0.000317
87,2082.08,0.73332,0.43269,0.8717,0.95808,0.87383,0.92727,0.69011,0.82608,0.47091,0.88815,0.0002972,0.0002972,0.0002972
88,2106.25,0.721,0.4248,0.88115,0.94757,0.87338,0.93314,0.69201,0.82107,0.45149,0.8826,0.0002774,0.0002774,0.0002774
89,2130.5,0.73593,0.4193,0.87681,0.94566,0.88054,0.93114,0.69441,0.82284,0.4561,0.88554,0.0002576,0.0002576,0.0002576
90,2154.64,0.7194,0.41601,0.87248,0.9474,0.87919,0.93174,0.69939,0.81552,0.45671,0.88505,0.0002378,0.0002378,0.0002378
91,2209.26,0.74915,0.41003,0.87257,0.94628,0.87492,0.92738,0.69675,0.81442,0.46172,0.88676,0.000218,0.000218,0.000218
92,2233.52,0.7206,0.39854,0.86279,0.94633,0.86711,0.93012,0.69463,0.81691,0.45138,0.88413,0.0001982,0.0001982,0.0001982
93,2257.51,0.72491,0.39012,0.86527,0.9535,0.86443,0.92734,0.69659,0.80894,0.45449,0.88595,0.0001784,0.0001784,0.0001784
94,2281.22,0.71955,0.38756,0.86275,0.93713,0.87248,0.92595,0.6959,0.81502,0.44575,0.8832,0.0001586,0.0001586,0.0001586
95,2305.11,0.72016,0.38586,0.86522,0.94214,0.87422,0.93166,0.70264,0.81417,0.44059,0.88197,0.0001388,0.0001388,0.0001388
96,2329.03,0.70519,0.37767,0.85925,0.9517,0.87285,0.93142,0.70399,0.80929,0.43463,0.88059,0.000119,0.000119,0.000119
97,2352.78,0.71539,0.37897,0.85868,0.95188,0.87623,0.93123,0.70032,0.8068,0.42815,0.87923,9.92e-05,9.92e-05,9.92e-05
98,2376.77,0.70818,0.37935,0.86324,0.95337,0.8782,0.93346,0.70588,0.81213,0.43728,0.88203,7.94e-05,7.94e-05,7.94e-05
99,2400.59,0.71337,0.37835,0.85283,0.96028,0.87611,0.93342,0.70405,0.80824,0.43531,0.88214,5.96e-05,5.96e-05,5.96e-05
100,2424.52,0.70074,0.37055,0.86028,0.95369,0.8845,0.9315,0.7018,0.80942,0.43437,0.88184,3.98e-05,3.98e-05,3.98e-05
