epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,8336.45,0.75768,0.47782,0.9687,0.9134,0.84027,0.916,0.69415,0.81074,0.48176,0.99756,0.0004754,0.0004754,0.0004754
79,8441.73,0.76333,0.47451,0.9612,0.9075,0.85593,0.92602,0.69385,0.82537,0.4761,0.99531,0.0004556,0.0004556,0.0004556
80,8547.47,0.76483,0.47972,0.957,0.9376,0.84564,0.93111,0.69888,0.80517,0.46089,0.99247,0.0004358,0.0004358,0.0004358
81,8653.66,0.77278,0.46307,0.96169,0.86493,0.87674,0.9153,0.68077,0.81487,0.50053,1.00524,0.000416,0.000416,0.000416
82,8764.15,0.74829,0.45292,0.95597,0.8939,0.84295,0.91508,0.68257,0.80308,0.49115,0.99792,0.0003962,0.0003962,0.0003962
83,8870.3,0.7566,0.46799,0.96081,0.89695,0.85287,0.91607,0.68594,0.79883,0.47374,0.99227,0.0003764,0.0003764,0.0003764
84,8979.81,0.75467,0.45992,0.94878,0.87038,0.89233,0.92611,0.68835,0.80675,0.46409,1.00514,0.0003566,0.0003566,0.0003566
85,9085.54,0.73588,0.44879,0.95775,0.91602,0.84916,0.92029,0.68617,0.79703,0.4676,0.99581,0.0003368,0.0003368,0.0003368
86,9193.17,0.73037,0.43788,0.94911,0.89994,0.89332,0.93394,0.70083,0.7928,0.45734,0.97981,0.000317,0.000317,0.000317
87,9302.16,0.73211,0.4348,0.9511,0.88152,0.88725,0.92192,0.69153,0.80343,0.47138,0.99541,0.0002972,0.0002972,0.0002972
88,9411.78,0.74106,0.45022,0.954,0.87856,0.88591,0.92582,0.69517,0.81091,0.46541,0.99468,0.0002774,0.0002774,0.0002774
89,9517.39,0.72401,0.43138,0.94123,0.87272,0.88456,0.91959,0.69514,0.7944,0.48348,0.99443,0.0002576,0.0002576,0.0002576
90,9623.02,0.73366,0.44135,0.94459,0.86854,0.89128,0.90247,0.67906,0.79812,0.49437,1.00396,0.0002378,0.0002378,0.0002378
91,9754.84,0.7293,0.41658,0.94025,0.89087,0.88754,0.92411,0.70024,0.79588,0.45195,0.99284,0.000218,0.000218,0.000218
92,9862.07,0.71184,0.40184,0.92899,0.8978,0.87919,0.92376,0.6942,0.80478,0.45467,0.99596,0.0001982,0.0001982,0.0001982
93,9968.87,0.70885,0.38606,0.92819,0.88634,0.89933,0.93087,0.69677,0.79974,0.45001,1.00944,0.0001784,0.0001784,0.0001784
94,10077.6,0.70752,0.39158,0.92869,0.91098,0.87908,0.93335,0.70092,0.79914,0.44247,0.9969,0.0001586,0.0001586,0.0001586
95,10183.5,0.70169,0.37286,0.92542,0.91193,0.87517,0.93527,0.70384,0.7958,0.44644,1.00354,0.0001388,0.0001388,0.0001388
96,10292.3,0.6978,0.37197,0.91823,0.91733,0.86846,0.93214,0.7022,0.80068,0.45189,1.0118,0.000119,0.000119,0.000119
97,10398.7,0.69578,0.37683,0.92068,0.88801,0.90471,0.93636,0.70646,0.79677,0.44608,1.00973,9.92e-05,9.92e-05,9.92e-05
98,10504.4,0.7009,0.36585,0.92312,0.90553,0.89262,0.932,0.7022,0.79627,0.44978,1.01026,7.94e-05,7.94e-05,7.94e-05
99,10612.1,0.69111,0.36758,0.91406,0.91665,0.88567,0.9369,0.70954,0.7945,0.43644,1.0107,5.96e-05,5.96e-05,5.96e-05
100,10718,0.68888,0.36894,0.92479,0.93762,0.87651,0.93774,0.71137,0.79139,0.42766,0.99984,3.98e-05,3.98e-05,3.98e-05
